"n","trump","prevalence","auc","brier","reference_brier","mean_prediction","calibration_intercept","calibration_slope","n_train","encoded_columns","items","seed","spec","learner","population"
521,142,0.27733608899925,0.987378407421882,0.0395494976052521,0.200483286536624,0.272332974070311,0.0839483482749434,1.49233455439574,1561,5872,826,202001,"diagnostic","forest","All voters"
521,142,0.27733608899925,0.967515437786368,0.0642099243561451,0.200483286536624,0.281577724072685,-0.0424704710280964,1.62414321134308,1561,5194,771,202001,"primary","forest","All voters"
521,142,0.27733608899925,0.937319740215622,0.0894599484257259,0.200483286536624,0.293765045226236,-0.132003838517136,1.6311964944922,1561,4963,750,202001,"withheld","forest","All voters"
521,142,0.303422835914731,0.993131474747736,0.0334938917879901,0.21209244576572,0.309053827798455,-0.0950529968607835,1.74214545771274,1561,5848,819,202002,"diagnostic","forest","All voters"
521,142,0.303422835914731,0.964561744491543,0.0701563291950553,0.21209244576572,0.293740951942398,0.106761362314502,1.33172364194656,1561,5170,764,202002,"primary","forest","All voters"
521,142,0.303422835914731,0.948968152366299,0.0831609516150325,0.21209244576572,0.30666833223054,-0.0266543122466884,1.73777848132364,1561,4942,743,202002,"withheld","forest","All voters"
521,142,0.277516198357536,0.987604371887438,0.0373051545772636,0.200561866047386,0.271359245776005,0.11998534159478,1.31922891043055,1561,5870,825,202003,"diagnostic","forest","All voters"
521,142,0.277516198357536,0.968139215599619,0.077066311664688,0.200561866047386,0.279509007945812,-0.0153263905814556,2.33437143753149,1561,5193,770,202003,"primary","forest","All voters"
521,142,0.277516198357536,0.921650414648252,0.102267326635987,0.200561866047386,0.289580130864444,-0.0970348455048369,1.36066396030968,1561,4964,749,202003,"withheld","forest","All voters"
